상품코드,진열상태,판매상태,상품분류 번호,상품분류 신상품영역,상품분류 추천상품영역,상품명,상품 요약설명,상품 간략설명,검색어설정,소비자가,공급가,상품가,판매가,검색엔진최적화(SEO) Title,검색엔진최적화(SEO) Author,검색엔진최적화(SEO) Description,검색엔진최적화(SEO) Keywords,검색엔진최적화(SEO) 상품 이미지 Alt 텍스트
P00000JA,Y,Y,53|97|100|62|103|104|56|109|58,N|N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N|N,[인생]부대찌개643g,부드럽고 담백한 맛,※ 전통 방식으로! 깊은 맛의 프리미엄,"1인분,간편식,간편조리,고급,만원요리,맛있는,밀키트,부대찌개,부드러운,손님접대,시간절약,인기,인생,전체상품,정통,정품,즉석요리,집밥각,최씨남매",9333,5600,6800,7480,최씨남매 부대찌개643g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,만원요리 최씨남매 부대찌개643g. 부드럽고 담백한 맛. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,간편조리,고급,만원요리,맛있는,밀키트,부대찌개,부드러운,손님접대,시간절약,인기,인생,전체상품,정통,정품,즉석요리,집밥각,최씨남매,",만원요리 최씨남매 추천 부대찌개643g
P00000IZ,Y,Y,53|97|56|109|58,N|N|N|N|N,N|N|N|N|N,[인생]마라탕727g,고급 레시피의 완성,※ 간편하게 조리하세요! 프리미엄 품질의 맛,"1인분,간편식,간편조리,고급,마라탕,만원요리,맛있는,밀키트,부드러운,손님접대,시간절약,인기,인생,전체상품,정통,정품,즉석요리,집밥각,최씨남매,품",8250,4950,6073,6680,만원요리 최씨남매 | 마라탕727g 정품 프리미엄,만원요리 최씨남매,만원요리 최씨남매 마라탕727g. 고급 레시피의 완성. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,간편조리,고급,마라탕,만원요리,맛있는,밀키트,부드러운,손님접대,시간절약,인기,인생,전체상품,정통,정품,즉석요리,집밥각,최씨남매,품",만원요리 최씨남매 추천 마라탕727g
P00000IY,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]나가사키짬뽕탕410g,집에서 즐기는 특별함,※ 고소하고 진한! 부드럽고 담백한 맛,"간편식,고급,나가사키짬뽕탕,달콤,만원요리,모임각,밀키트,베스트,손님접대,술한잔,안전,인생,전체상품,정통,정품,즉석요리,쫄깃한,최씨남매,파티각",7250,4350,5345,5880,나가사키짬뽕탕410g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,나가사키짬뽕탕410g | 만원요리 최씨남매 추천. 집에서 즐기는 특별함. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,나가사키짬뽕탕,달콤,만원요리,모임각,밀키트,베스트,손님접대,술한잔,안전,인생,전체상품,정통,정품,즉석요리,쫄깃한,최씨남매,파티각,",나가사키짬뽕탕410g | 만원요리 최씨남매 정품
P00000IX,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]알탕600g,정성스럽게 만든 요리,◆ 신선한 재료로! 정통 스타일의 요리,"간편식,간편조리,건강,만원요리,매콤,맥주안주,모임각,바삭한,손님접대,술안주,술한잔,알탕,인생,전체상품,정통,정품,즉석,즉석요리,최씨남매,추천,파",10666,6400,7800,8580,최씨남매 만원요리 알탕600g | 정품 보장 프리미엄 맛,만원요리 최씨남매,"최씨남매 만원요리 알탕600g - 정성스럽게 만든 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,만원요리,매콤,맥주안주,모임각,바삭한,손님접대,술안주,술한잔,알탕,인생,전체상품,정통,정품,즉석,즉석요리,최씨남매,추천,파",최씨남매 알탕600g - 만원요리 프리미엄 상품
P00000IW,Y,Y,53|97|54|56|109,N|N|N|N|N,N|N|N|N|N,[인생]김치찌개700g,얼큰한 김치찌개,◆ 끓이기만 하면 완성! 얼큰한 김치찌개,"고소한,김치찌개,만원요리,만원요리추천,맛집,맥주안주,모임각,손님접대,술안주,술한잔,시간절약,신선,영양,인생,전체상품,정품,집밥,집밥각,최씨남",7166,4300,5255,5780,만원요리 최씨남매 김치찌개700g - 집에서 즐기는 프리미엄,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 김치찌개700g. 얼큰한 김치찌개. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","고소한,김치찌개,만원요리,만원요리추천,맛집,맥주안주,모임각,손님접대,술안주,술한잔,시간절약,신선,영양,인생,전체상품,정품,집밥,집밥각,최씨남",만원요리 최씨남매 김치찌개700g 상품 이미지
P00000IV,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]얼큰짬뽕탕500g,부드럽고 담백한 맛,◆ 간단 조리로 완성! 고급 레시피의 맛,"1인분,간편조리,만원요리,맛있는,맥주안주,밀키트,부드러운,손님접대,술안주,술한잔,시간절약,얼큰짬뽕탕,인기,인생,전체상품,정품,집밥,집밥각,최씨",8416,5050,6164,6780,최씨남매 얼큰짬뽕탕500g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,만원요리 최씨남매 얼큰짬뽕탕500g. 부드럽고 담백한 맛. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편조리,만원요리,맛있는,맥주안주,밀키트,부드러운,손님접대,술안주,술한잔,시간절약,얼큰짬뽕탕,인기,인생,전체상품,정품,집밥,집밥각,최씨",만원요리 최씨남매 추천 얼큰짬뽕탕500g
P00000IU,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]조개탕650g,바다 향 가득한 조개,※ 데우기만 하면 완성! 집에서 즐기는 특별함,"간편식,간편조리,고급,달콤,만원요리,밀키트,베스트,술한잔,시간절약,안전,인생,전체상품,정통,정품,조개탕,집밥,집밥각,쫄깃한,최씨남매,프리미엄,홈",7000,4200,5164,5680,만원요리 최씨남매 | 조개탕650g 정품 프리미엄,만원요리 최씨남매,조개탕650g | 만원요리 최씨남매 추천. 바다 향 가득한 조개. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,간편조리,고급,달콤,만원요리,밀키트,베스트,술한잔,시간절약,안전,인생,전체상품,정통,정품,조개탕,집밥,집밥각,쫄깃한,최씨남매,프리미엄,홈",조개탕650g | 만원요리 최씨남매 정품
P00000IT,Y,Y,53|97|98|56|109,N|N|N|N|N,N|N|N|N|N,[인생]큐브불족발300g,정통 스타일의 요리,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"간편식,간편조리,건강,고급,만원요리,매콤,모임각,밀키트,바삭한,시간절약,인생,전체상품,정통,정품,즉석,즉석요리,최씨남매,추천,큐브불족발,프리미",8083,4850,5891,6480,큐브불족발300g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"최씨남매 만원요리 큐브불족발300g - 정통 스타일의 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,고급,만원요리,매콤,모임각,밀키트,바삭한,시간절약,인생,전체상품,정통,정품,즉석,즉석요리,최씨남매,추천,큐브불족발,프리미",최씨남매 큐브불족발300g - 만원요리 프리미엄 상품
P00000IS,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]매콤불닭400g,깊은 맛의 프리미엄,※ 간편하게 조리하세요! 프리미엄 품질의 맛,"간편식,고급,고소한,만원요리,만원요리추천,맛집,매콤불닭,모임각,손님접대,시간절약,신선,영양,인생,전체상품,정통,정품,즉석요리,최씨남매,파티각",6916,4150,5073,5580,최씨남매 만원요리 매콤불닭400g | 정품 보장 프리미엄 맛,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 매콤불닭400g. 깊은 맛의 프리미엄. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편식,고급,고소한,만원요리,만원요리추천,맛집,매콤불닭,모임각,손님접대,시간절약,신선,영양,인생,전체상품,정통,정품,즉석요리,최씨남매,파티각,",만원요리 최씨남매 매콤불닭400g 상품 이미지
P00000IR,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]모듬튀김270g,신선한 재료로 만든,※ 고소하고 진한! 부드럽고 담백한 맛,"1인분,간편식,만원요리,맛있는,맥주안주,모듬튀김,모임각,부드러운,손님접대,술안주,술한잔,인기,인생,전체상품,정품,즉석요리,집밥각,최씨남매,파티",4416,2650,3255,3580,만원요리 최씨남매 모듬튀김270g - 집에서 즐기는 프리미엄,만원요리 최씨남매,만원요리 최씨남매 모듬튀김270g. 신선한 재료로 만든. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,만원요리,맛있는,맥주안주,모듬튀김,모임각,부드러운,손님접대,술안주,술한잔,인기,인생,전체상품,정품,즉석요리,집밥각,최씨남매,파티",만원요리 최씨남매 추천 모듬튀김270g
P00000IQ,Y,Y,53|97|56|109|57,N|N|N|N|N,N|N|N|N|N,[인생]모듬감자튀김500g,전통 방식으로 조리,◆ 신선한 재료로! 정통 스타일의 요리,"간편식,고급,달콤,만원요리,맥주안주,모듬감자튀김,모임각,밀키트,베스트,손님접대,술안주,술한잔,안전,인생,전체상품,정품,집밥,집밥각,쫄깃한,최씨",5500,3300,4073,4480,최씨남매 모듬감자튀김500g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,모듬감자튀김500g | 만원요리 최씨남매 추천. 전통 방식으로 조리. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,달콤,만원요리,맥주안주,모듬감자튀김,모임각,밀키트,베스트,손님접대,술안주,술한잔,안전,인생,전체상품,정품,집밥,집밥각,쫄깃한,최씨",모듬감자튀김500g | 만원요리 최씨남매 정품
P00000IP,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]킹 군만두1.4kg,속이 꽉 찬 수제 만두,◆ 찌거나 끓이면 완성! 속이 꽉 찬 수제 만두,"간편조리,건강,군만두,만원요리,매콤,맥주안주,모임각,밀키트,바삭한,술안주,술한잔,시간절약,인생,전체상품,정통,정품,즉석,집밥,집밥각,최씨남매,추",12833,7700,9345,10280,만원요리 최씨남매 | 킹 군만두1.4kg 정품 프리미엄,만원요리 최씨남매,"최씨남매 만원요리 킹 군만두1.4kg - 속이 꽉 찬 수제 만두. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편조리,건강,군만두,만원요리,매콤,맥주안주,모임각,밀키트,바삭한,술안주,술한잔,시간절약,인생,전체상품,정통,정품,즉석,집밥,집밥각,최씨남매,추",최씨남매 킹 군만두1.4kg - 만원요리 프리미엄 상품
P00000IO,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]쫄비빔만두460g,속이 꽉 찬 수제 만두,◆ 찌거나 끓이면 완성! 속이 꽉 찬 수제 만두,"간편조리,고급,고소한,만원요리,만원요리추천,맛집,밀키트,시간절약,신선,영양,인생,전체상품,정통,정품,집밥,집밥각,쫄비빔만두,최씨남매,파티각,프",5666,3400,4164,4580,쫄비빔만두460g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 쫄비빔만두460g. 속이 꽉 찬 수제 만두. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편조리,고급,고소한,만원요리,만원요리추천,맛집,밀키트,시간절약,신선,영양,인생,전체상품,정통,정품,집밥,집밥각,쫄비빔만두,최씨남매,파티각,프",만원요리 최씨남매 쫄비빔만두460g 상품 이미지
P00000IN,Y,Y,53|97|103|56|109,N|N|N|N|N,N|N|N|N|N,[인생]치즈돈까스230g*10ea,정성스럽게 만든 요리,※ 데우기만 하면 완성! 집에서 즐기는 특별함,"1인분,간편식,간편조리,고급,만원요리,맛있는,밀키트,부드러운,손님접대,시간절약,인기,인생,전체상품,정통,정품,즉석요리,집밥각,최씨남매,치즈돈까",46666,28000,33982,37380,최씨남매 만원요리 치즈돈까스230g*10ea | 정품 보장 프리미엄 맛,만원요리 최씨남매,만원요리 최씨남매 치즈돈까스230g*10ea. 정성스럽게 만든 요리. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,간편조리,고급,만원요리,맛있는,밀키트,부드러운,손님접대,시간절약,인기,인생,전체상품,정통,정품,즉석요리,집밥각,최씨남매,치즈돈까",만원요리 최씨남매 추천 치즈돈까스230g*10ea
P00000IM,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]등심왕돈까스250g*10ea,프리미엄 품질의 맛,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"간편식,고급,달콤,등심왕돈까스,만원요리,모임각,밀키트,베스트,손님접대,술한잔,안전,인생,전체상품,정통,정품,즉석요리,쫄깃한,최씨남매,파티각,프",42500,25500,30982,34080,만원요리 최씨남매 등심왕돈까스250g*10ea - 집에서 즐기는 프리미엄,만원요리 최씨남매,등심왕돈까스250g*10ea | 만원요리 최씨남매 추천. 프리미엄 품질의 맛. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,달콤,등심왕돈까스,만원요리,모임각,밀키트,베스트,손님접대,술한잔,안전,인생,전체상품,정통,정품,즉석요리,쫄깃한,최씨남매,파티각,프",등심왕돈까스250g*10ea | 만원요리 최씨남매 정품
P00000IL,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]빨간어묵꼬치360g,부드럽고 담백한 맛,※ 간편하게 조리하세요! 프리미엄 품질의 맛,"간편식,간편조리,건강,만원요리,매콤,맥주안주,모임각,바삭한,빨간어묵꼬치,손님접대,술안주,술한잔,인생,전체상품,정통,정품,즉석,즉석요리,최씨남",6416,3850,4709,5180,최씨남매 빨간어묵꼬치360g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,"최씨남매 만원요리 빨간어묵꼬치360g - 부드럽고 담백한 맛. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,만원요리,매콤,맥주안주,모임각,바삭한,빨간어묵꼬치,손님접대,술안주,술한잔,인생,전체상품,정통,정품,즉석,즉석요리,최씨남",최씨남매 빨간어묵꼬치360g - 만원요리 프리미엄 상품
P00000IK,Y,Y,53|96|97|56|109,N|N|N|N|N,N|N|N|N|N,[인생]꼬치어묵320g,고소하고 진한 맛,※ 고소하고 진한! 부드럽고 담백한 맛,"고소한,꼬치어묵,만원요리,만원요리추천,맛집,맥주안주,모임각,손님접대,술안주,술한잔,시간절약,신선,영양,인생,전체상품,정품,집밥,집밥각,최씨남",5750,3450,4255,4680,만원요리 최씨남매 | 꼬치어묵320g 정품 프리미엄,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 꼬치어묵320g. 고소하고 진한 맛. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","고소한,꼬치어묵,만원요리,만원요리추천,맛집,맥주안주,모임각,손님접대,술안주,술한잔,시간절약,신선,영양,인생,전체상품,정품,집밥,집밥각,최씨남",만원요리 최씨남매 꼬치어묵320g 상품 이미지
P00000IJ,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]꽈배기어묵꼬치500g,정통 스타일의 요리,◆ 신선한 재료로! 정통 스타일의 요리,"1인분,간편조리,꽈배기어묵꼬치,만원요리,맛있는,맥주안주,밀키트,부드러운,손님접대,술안주,술한잔,시간절약,인기,인생,전체상품,정품,집밥,집밥각",10250,6150,7527,8280,꽈배기어묵꼬치500g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,만원요리 최씨남매 꽈배기어묵꼬치500g. 정통 스타일의 요리. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편조리,꽈배기어묵꼬치,만원요리,맛있는,맥주안주,밀키트,부드러운,손님접대,술안주,술한잔,시간절약,인기,인생,전체상품,정품,집밥,집밥각,",만원요리 최씨남매 추천 꽈배기어묵꼬치500g
P00000II,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]모듬꼬치어묵230g,깊은 맛의 프리미엄,※ 전통 방식으로! 깊은 맛의 프리미엄,"간편식,간편조리,고급,달콤,만원요리,모듬꼬치어묵,밀키트,베스트,술한잔,시간절약,안전,인생,전체상품,정통,정품,집밥,집밥각,쫄깃한,최씨남매,프리",5166,3100,3800,4180,최씨남매 만원요리 모듬꼬치어묵230g | 정품 보장 프리미엄 맛,만원요리 최씨남매,모듬꼬치어묵230g | 만원요리 최씨남매 추천. 깊은 맛의 프리미엄. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,간편조리,고급,달콤,만원요리,모듬꼬치어묵,밀키트,베스트,술한잔,시간절약,안전,인생,전체상품,정통,정품,집밥,집밥각,쫄깃한,최씨남매,프리",모듬꼬치어묵230g | 만원요리 최씨남매 정품
